reading_id,shipment_id,reading_timestamp,sensor_temperature,sensor_id
T000105,SHP00027,2024-07-28 21:50:32,3.7,SEN198
T000106,SHP00027,2024-07-28 04:23:16,0.2,SEN140
T000107,SHP00028,2024-07-18 22:14:13,2.9,SEN192
T000108,SHP00028,2024-07-18 08:16:23,9.2,SEN179
T000109,SHP00028,2024-07-19 21:47:23,3.3,SEN105
T000110,SHP00028,2024-07-19 07:50:08,2.2,SEN179
T000111,SHP00028,2024-07-19 02:27:31,3.3,SEN112
T000112,SHP00028,2024-07-18 10:42:20,3.4,SEN168
T000113,SHP00029,2024-12-09 16:52:48,3.1,SEN128
T000114,SHP00029,2024-12-09 15:18:29,2.3,SEN110
T000115,SHP00030,2024-08-08 15:47:02,4.8,SEN109
T000116,SHP00030,2024-08-08 07:48:42,2.6,SEN114
T000117,SHP00030,2024-08-08 17:44:49,3.1,SEN169
T000118,SHP00031,2024-02-11 14:18:06,15.0,SEN101
T000119,SHP00031,2024-02-12 01:28:48,14.2,SEN133
T000120,SHP00031,2024-02-11 14:50:47,13.1,SEN139
T000121,SHP00031,2024-02-12 08:20:18,21.7,SEN105
T000122,SHP00031,2024-02-12 20:32:50,16.4,SEN163
T000123,SHP00032,2024-01-12 15:55:53,3.0,SEN166
T000124,SHP00032,2024-01-11 18:36:37,3.5,SEN151
T000125,SHP00032,2024-01-12 11:56:55,3.7,SEN199
T000126,SHP00032,2024-01-12 10:45:45,3.2,SEN127
T000127,SHP00032,2024-01-12 05:18:16,2.4,SEN191
T000128,SHP00033,2024-03-24 09:16:43,5.4,SEN102
T000129,SHP00033,2024-03-24 13:38:50,0.3,SEN178
T000130,SHP00033,2024-03-25 22:41:01,0.9,SEN136
T000131,SHP00033,2024-03-25 20:01:03,3.8,SEN172
T000132,SHP00033,2024-03-24 05:22:19,9.6,SEN160
T000133,SHP00034,2024-12-22 19:30:00,11.3,SEN178
T000134,SHP00034,2024-12-23 03:37:03,10.5,SEN167
T000135,SHP00034,2024-12-23 09:31:07,8.6,SEN114
T000136,SHP00034,2024-12-22 10:31:41,8.1,SEN155
T000137,SHP00034,2024-12-23 09:01:59,8.1,SEN121
T000138,SHP00034,2024-12-22 16:41:45,8.2,SEN125
T000139,SHP00035,2024-06-23 19:00:33,2.8,SEN112
T000140,SHP00035,2024-06-23 15:40:42,4.5,SEN122
T000141,SHP00035,2024-06-24 19:09:32,5.5,SEN170
T000143,SHP00036,2024-10-03 07:40:45,8.9,SEN172
T000144,SHP00037,2024-08-26 01:37:52,1.8,SEN155
T000145,SHP00037,2024-08-25 20:56:06,1.8,SEN131
T000146,SHP00037,2024-08-26 02:40:43,5.4,SEN126
T000147,SHP00037,2024-08-26 18:51:42,8.0,SEN186
T000148,SHP00037,2024-08-25 10:17:43,11.7,SEN161
T000149,SHP00037,2024-08-26 00:16:17,3.0,SEN181
T000150,SHP00038,2024-01-07 19:49:35,11.7,SEN196
T000151,SHP00038,2024-01-06 19:05:13,7.2,SEN113
T000152,SHP00039,2024-05-31 13:17:40,1.2,SEN100
T000154,SHP00039,2024-05-30 10:49:45,5.6,SEN177
T000155,SHP00040,2024-06-06 00:23:19,2.2,SEN128
T000156,SHP00040,2024-06-06 11:23:03,0.7,SEN193
T000157,SHP00040,2024-06-05 15:37:03,8.2,SEN197
T000158,SHP00041,2024-05-24 23:39:51,11.6,SEN112
T000159,SHP00041,2024-05-25 06:11:57,9.7,SEN147
T000160,SHP00042,2024-01-08 20:50:52,2.5,SEN166
T000161,SHP00042,2024-01-07 12:47:14,2.6,SEN198
T000162,SHP00042,2024-01-08 05:07:17,0.5,SEN152
T000163,SHP00042,2024-01-08 09:21:00,3.7,SEN145
T000165,SHP00042,2024-01-07 14:20:51,2.2,SEN184
T000166,SHP00043,2024-12-18 23:33:08,4.7,SEN193
T000167,SHP00043,2024-12-17 17:41:40,3.6,SEN151
T000168,SHP00043,2024-12-18 05:21:30,5.1,SEN145
T000169,SHP00043,2024-12-17 15:32:10,2.4,SEN126
T000170,SHP00043,2024-12-18 03:08:39,4.0,SEN120
T000171,SHP00044,2024-09-25 08:12:56,2.4,SEN180
T000172,SHP00044,2024-09-25 11:25:56,3.1,SEN117
T000173,SHP00044,2024-09-24 21:21:44,2.4,SEN180
T000174,SHP00044,2024-09-24 19:46:34,3.1,SEN175
T000175,SHP00045,2024-12-05 05:41:57,1.8,SEN162
T000176,SHP00045,2024-12-05 13:31:43,0.0,SEN158
T000177,SHP00045,2024-12-04 12:14:08,2.7,SEN145
T000178,SHP00045,2024-12-04 13:38:34,3.4,SEN135
T000180,SHP00046,2024-12-17 22:10:41,-14.1,SEN136
T000181,SHP00047,2024-03-13 09:54:01,2.5,SEN193
T000182,SHP00047,2024-03-13 05:07:38,3.2,SEN148
T000183,SHP00047,2024-03-13 01:20:30,2.3,SEN137
T000184,SHP00047,2024-03-13 07:59:59,3.2,SEN181
T000185,SHP00047,2024-03-13 00:28:32,1.6,SEN121
T000186,SHP00048,2024-09-09 07:52:23,9.9,SEN117
T000188,SHP00049,2024-01-22 16:18:49,2.1,SEN122
T000189,SHP00049,2024-01-21 17:12:40,3.7,SEN113
T000190,SHP00049,2024-01-22 18:06:30,4.0,SEN173
T000191,SHP00049,2024-01-22 14:36:57,3.7,SEN142
T000192,SHP00049,2024-01-22 01:57:40,3.3,SEN130
T000193,SHP00049,2024-01-21 12:34:18,3.5,SEN195
T000194,SHP00050,2024-06-20 17:32:37,1.7,SEN101
T000195,SHP00050,2024-06-20 13:50:18,3.8,SEN101
T000196,SHP00051,2024-06-14 16:33:21,2.2,SEN149
T000197,SHP00051,2024-06-15 04:25:27,9.2,SEN199
T000198,SHP00052,2024-08-15 19:44:08,0.8,SEN145
T000199,SHP00052,2024-08-14 12:31:51,0.4,SEN172
T000200,SHP00052,2024-08-15 01:59:07,1.8,SEN137
T000201,SHP00052,2024-08-15 00:07:38,2.3,SEN161
T000202,SHP00052,2024-08-15 07:22:26,11.3,SEN167
T000203,SHP00052,2024-08-15 06:51:05,1.7,SEN104
T000204,SHP00053,2024-10-09 20:31:51,3.0,SEN188
T000205,SHP00053,2024-10-10 20:06:31,0.9,SEN138
T000206,SHP00054,2024-09-04 02:04:36,0.8,SEN161
T000207,SHP00054,2024-09-04 20:15:11,0.0,SEN151
T000208,SHP00054,2024-09-04 14:26:32,5.0,SEN104
T000209,SHP00054,2024-09-04 06:03:00,1.4,SEN141
T000210,SHP00055,2024-09-16 22:55:44,13.9,SEN140
T000212,SHP00055,2024-09-16 11:19:25,13.0,SEN181
T000213,SHP00055,2024-09-17 14:04:12,13.6,SEN133
T000214,SHP00056,2024-08-21 14:34:17,3.6,SEN136
T000215,SHP00056,2024-08-22 04:40:11,1.3,SEN176
T000216,SHP00056,2024-08-22 16:42:32,0.7,SEN129
T000217,SHP00056,2024-08-21 23:28:36,1.3,SEN110
T000219,SHP00057,2024-11-30 17:22:08,2.8,SEN176
T000220,SHP00057,2024-11-29 18:55:49,3.0,SEN184
T000221,SHP00057,2024-11-30 17:42:29,0.4,SEN191
T000222,SHP00058,2024-03-14 06:52:22,3.1,SEN159
T000223,SHP00058,2024-03-14 12:59:36,1.7,SEN182
T000224,SHP00058,2024-03-14 16:37:56,1.0,SEN141
T000225,SHP00058,2024-03-14 15:35:12,1.3,SEN123
T000226,SHP00058,2024-03-15 08:42:03,1.2,SEN144
T000227,SHP00059,2024-06-11 19:29:30,-0.1,SEN164
T000228,SHP00059,2024-06-11 04:02:00,0.1,SEN108
T000229,SHP00059,2024-06-12 01:23:47,1.7,SEN181
T000230,SHP00060,2024-11-20 12:23:58,4.4,SEN158
T000231,SHP00060,2024-11-21 12:42:17,3.9,SEN181
T000232,SHP00061,2024-09-28 21:02:28,13.3,SEN167
T000233,SHP00061,2024-09-28 14:11:53,14.7,SEN159
T000234,SHP00061,2024-09-29 09:42:42,14.2,SEN173
T000235,SHP00062,2024-08-25 19:15:44,9.2,SEN126
T000236,SHP00062,2024-08-25 00:30:22,8.9,SEN103
T000237,SHP00062,2024-08-24 10:27:11,8.5,SEN110
T000238,SHP00062,2024-08-24 09:38:59,12.5,SEN182
T000239,SHP00062,2024-08-24 08:44:47,10.4,SEN104
T000240,SHP00063,2024-11-23 08:24:14,2.1,SEN171
T000241,SHP00063,2024-11-23 23:02:10,3.2,SEN160
T000242,SHP00063,2024-11-24 02:37:58,1.1,SEN123
T000243,SHP00063,2024-11-23 08:42:49,0.3,SEN156
T000244,SHP00063,2024-11-24 15:55:23,1.6,SEN127
T000245,SHP00063,2024-11-23 23:09:58,9.8,SEN165
T000246,SHP00064,2024-05-31 05:09:15,10.3,SEN154
T000247,SHP00064,2024-05-31 13:24:08,8.8,SEN148
T000248,SHP00065,2024-06-30 11:37:50,-16.6,SEN120
T000249,SHP00065,2024-06-30 20:44:34,-16.8,SEN139
T000250,SHP00065,2024-06-29 06:33:16,-15.6,SEN177
T000251,SHP00065,2024-06-30 06:11:49,-15.3,SEN155
T000252,SHP00065,2024-06-29 02:31:39,-15.3,SEN175
T000253,SHP00066,2024-10-23 01:46:21,-17.9,SEN106
T000254,SHP00066,2024-10-23 23:01:30,-16.3,SEN173
T000255,SHP00066,2024-10-24 15:58:03,-15.3,SEN187
T000256,SHP00066,2024-10-24 09:48:18,-17.5,SEN169
T000257,SHP00066,2024-10-23 13:56:40,-16.0,SEN136
T000258,SHP00066,2024-10-23 13:17:34,-17.1,SEN165
T000259,SHP00067,2024-05-20 19:14:43,3.0,SEN185
T000260,SHP00067,2024-05-19 17:47:39,1.8,SEN121
T000261,SHP00067,2024-05-20 15:32:47,3.5,SEN162
T000262,SHP00067,2024-05-19 16:43:45,2.8,SEN166
T000263,SHP00067,2024-05-19 05:20:08,2.1,SEN175
T000264,SHP00067,2024-05-19 21:10:23,0.6,SEN174
T000265,SHP00068,2024-12-13 19:03:55,2.4,SEN180
T000266,SHP00068,2024-12-12 14:21:48,10.6,SEN169
T000267,SHP00068,2024-12-13 17:16:27,2.4,SEN110
T000268,SHP00068,2024-12-13 12:01:45,3.7,SEN167
T000269,SHP00068,2024-12-13 20:25:16,3.9,SEN112
T000270,SHP00069,2024-11-22 23:49:27,3.6,SEN120
T000271,SHP00069,2024-11-23 01:07:18,0.2,SEN110
T000272,SHP00069,2024-11-22 01:25:29,-0.3,SEN167
T000273,SHP00069,2024-11-23 16:44:53,1.3,SEN114
T000274,SHP00070,2024-07-29 23:19:13,2.4,SEN168
T000275,SHP00070,2024-07-28 16:09:17,3.8,SEN101
T000276,SHP00071,2024-12-23 20:00:43,2.5,SEN192
T000277,SHP00071,2024-12-23 16:00:10,3.4,SEN156
T000278,SHP00072,2024-07-08 07:05:41,0.1,SEN154
T000279,SHP00072,2024-07-08 10:36:30,6.7,SEN147
T000280,SHP00072,2024-07-08 15:01:40,1.5,SEN164
T000281,SHP00072,2024-07-09 10:39:06,-0.9,SEN195
T000282,SHP00072,2024-07-08 15:17:02,1.5,SEN116
T000283,SHP00073,2024-03-03 05:50:57,3.0,SEN130
T000284,SHP00073,2024-03-03 11:56:01,4.6,SEN168
T000285,SHP00073,2024-03-03 22:46:00,2.3,SEN117
T000286,SHP00073,2024-03-03 05:49:14,1.3,SEN192
T000287,SHP00073,2024-03-04 09:07:26,2.3,SEN141
T000288,SHP00074,2024-02-06 10:25:28,10.8,SEN105
T000289,SHP00074,2024-02-05 06:30:36,0.2,SEN127
T000290,SHP00074,2024-02-05 03:20:40,0.8,SEN143
T000292,SHP00074,2024-02-05 21:06:49,5.1,SEN127
T000293,SHP00074,2024-02-06 04:46:48,2.0,SEN172
T000294,SHP00075,2024-03-31 05:41:48,1.0,SEN190
T000295,SHP00075,2024-03-30 15:26:39,1.3,SEN196
T000296,SHP00075,2024-03-30 17:36:08,7.4,SEN137
T000297,SHP00076,2024-02-02 16:02:49,13.2,SEN149
T000298,SHP00076,2024-02-02 23:23:32,16.9,SEN123
T000299,SHP00076,2024-02-02 05:33:11,14.6,SEN148
T000300,SHP00076,2024-02-03 08:35:04,13.8,SEN105
T000301,SHP00076,2024-02-03 19:43:43,14.7,SEN160
T000302,SHP00077,2024-09-02 07:36:12,0.1,SEN176
T000303,SHP00077,2024-09-02 18:09:14,3.1,SEN100
T000304,SHP00077,2024-09-02 08:30:01,1.0,SEN110
T000305,SHP00077,2024-09-02 03:17:49,1.0,SEN190
T000306,SHP00077,2024-09-03 18:52:42,0.3,SEN179
T000308,SHP00078,2024-12-31 06:28:15,3.5,SEN138
T000309,SHP00078,2024-12-31 22:48:54,1.1,SEN115
T000310,SHP00078,2024-12-31 02:14:57,2.7,SEN117
T000311,SHP00078,2024-12-30 12:40:29,0.9,SEN162
T000312,SHP00079,2024-08-20 17:08:46,0.5,SEN113
T000313,SHP00079,2024-08-19 12:59:17,1.0,SEN114
T000314,SHP00079,2024-08-20 04:24:53,2.3,SEN127
T000315,SHP00079,2024-08-20 03:36:22,8.6,SEN105
T000316,SHP00079,2024-08-20 09:22:05,1.6,SEN184
T000317,SHP00080,2024-02-16 00:10:21,2.8,SEN122
T000318,SHP00080,2024-02-17 17:11:36,2.1,SEN178
T000319,SHP00080,2024-02-17 17:48:57,3.1,SEN196
T000321,SHP00080,2024-02-17 01:48:23,10.1,SEN158
T000322,SHP00080,2024-02-16 21:46:07,2.0,SEN125
T000323,SHP00081,2024-11-04 02:32:03,13.8,SEN171
T000325,SHP00082,2024-08-08 04:21:03,1.8,SEN197
T000326,SHP00082,2024-08-07 23:41:02,-0.8,SEN170
T000327,SHP00083,2024-05-20 22:09:59,1.2,SEN128
T000328,SHP00083,2024-05-19 13:37:49,-0.4,SEN160
T000329,SHP00083,2024-05-19 04:31:33,1.5,SEN191
T000330,SHP00083,2024-05-20 19:49:51,-1.0,SEN144
T000331,SHP00083,2024-05-20 17:55:14,1.5,SEN102
T000332,SHP00084,2024-09-28 16:44:12,2.8,SEN121
T000334,SHP00084,2024-09-28 04:04:46,5.9,SEN104
T000335,SHP00085,2024-02-11 12:53:22,0.5,SEN135
T000336,SHP00085,2024-02-12 09:07:36,0.2,SEN188
T000337,SHP00085,2024-02-11 04:47:08,2.8,SEN127
T000338,SHP00085,2024-02-12 13:28:39,1.5,SEN170
T000339,SHP00086,2024-12-08 05:34:26,9.9,SEN112
T000342,SHP00087,2024-08-08 18:42:33,2.6,SEN132
T000343,SHP00087,2024-08-08 09:49:29,10.6,SEN122
T000344,SHP00087,2024-08-09 16:24:54,6.0,SEN118
T000345,SHP00087,2024-08-09 15:57:15,2.1,SEN188
T000346,SHP00087,2024-08-08 20:07:20,2.9,SEN113
T000347,SHP00088,2024-06-09 09:14:09,4.4,SEN148
T000348,SHP00088,2024-06-09 18:18:40,2.2,SEN106
T000349,SHP00088,2024-06-09 19:10:08,2.3,SEN188
T000350,SHP00088,2024-06-10 20:38:18,2.1,SEN199
T000351,SHP00088,2024-06-10 13:24:45,3.2,SEN130
T000352,SHP00088,2024-06-10 10:37:45,3.6,SEN108
T000353,SHP00089,2024-12-20 02:05:51,1.6,SEN103
T000354,SHP00089,2024-12-20 05:02:09,1.9,SEN103
T000355,SHP00089,2024-12-19 06:33:17,2.0,SEN172
T000357,SHP00089,2024-12-20 12:07:35,0.4,SEN104
T000358,SHP00089,2024-12-19 04:29:20,0.7,SEN126
T000359,SHP00090,2024-03-28 11:40:32,8.5,SEN160
T000360,SHP00090,2024-03-27 23:47:22,9.2,SEN123
T000361,SHP00090,2024-03-27 12:11:11,3.2,SEN190
T000362,SHP00090,2024-03-28 14:01:57,9.9,SEN163
T000363,SHP00090,2024-03-28 14:46:18,0.7,SEN108
T000364,SHP00090,2024-03-27 12:19:41,0.0,SEN131
T000365,SHP00091,2024-05-12 15:36:09,3.9,SEN197
T000366,SHP00091,2024-05-12 20:40:20,3.4,SEN116
T000367,SHP00091,2024-05-12 07:06:05,0.6,SEN101
T000368,SHP00091,2024-05-12 19:44:44,0.7,SEN134
T000369,SHP00091,2024-05-12 11:09:47,5.1,SEN185
T000370,SHP00092,2024-11-22 15:31:05,1.2,SEN160
T000371,SHP00092,2024-11-21 01:05:05,7.0,SEN186
T000372,SHP00093,2024-09-16 15:09:31,10.5,SEN128
T000373,SHP00093,2024-09-16 03:47:14,15.8,SEN159
T000374,SHP00093,2024-09-17 02:44:42,9.2,SEN186
T000375,SHP00094,2024-01-23 09:13:04,9.4,SEN174
T000376,SHP00094,2024-01-22 01:46:43,8.4,SEN113
T000377,SHP00094,2024-01-22 15:20:38,10.7,SEN168
T000378,SHP00095,2024-11-27 14:39:37,2.7,SEN169
T000379,SHP00095,2024-11-27 09:44:58,9.9,SEN193
T000380,SHP00095,2024-11-26 19:51:14,0.6,SEN161
T000381,SHP00095,2024-11-27 19:35:54,1.4,SEN165
T000382,SHP00095,2024-11-26 22:15:11,-0.6,SEN107
T000383,SHP00095,2024-11-26 12:55:23,6.0,SEN158
T000384,SHP00096,2024-11-19 21:02:22,1.2,SEN184
T000385,SHP00096,2024-11-20 03:05:55,-0.7,SEN173
T000386,SHP00096,2024-11-20 16:37:32,-0.1,SEN116
T000387,SHP00096,2024-11-19 02:25:00,-0.1,SEN173
T000389,SHP00097,2024-12-24 13:42:01,3.3,SEN129
T000390,SHP00097,2024-12-23 20:58:41,1.1,SEN157
T000392,SHP00097,2024-12-23 19:41:25,3.9,SEN135
T000393,SHP00097,2024-12-24 17:04:22,0.6,SEN121
T000395,SHP00098,2024-12-10 17:34:42,3.0,SEN145
T000396,SHP00099,2024-10-03 10:27:16,-17.4,SEN107
T000397,SHP00099,2024-10-03 18:05:28,-16.4,SEN137
T000398,SHP00099,2024-10-03 21:45:53,-15.0,SEN175
T000399,SHP00099,2024-10-04 00:46:32,-18.0,SEN173
T000401,SHP00100,2024-08-13 21:50:14,4.2,SEN111
T000402,SHP00100,2024-08-13 06:07:59,3.0,SEN130
T000403,SHP00100,2024-08-13 20:49:23,2.0,SEN194
T000404,SHP00100,2024-08-13 21:21:48,9.4,SEN173
T000405,SHP00100,2024-08-13 05:39:11,3.0,SEN149
T000406,SHP00101,2024-12-13 14:24:34,2.9,SEN110
T000408,SHP00102,2024-11-25 20:13:30,0.2,SEN175
T000409,SHP00102,2024-11-24 11:57:14,2.7,SEN115
T000410,SHP00102,2024-11-24 11:43:38,9.8,SEN157
T000411,SHP00102,2024-11-25 18:21:15,0.4,SEN140
T000412,SHP00102,2024-11-25 06:59:47,2.4,SEN188
T000413,SHP00103,2024-08-12 03:31:11,0.6,SEN139
T000414,SHP00103,2024-08-12 06:31:27,0.1,SEN185
T000415,SHP00103,2024-08-11 15:32:57,1.5,SEN130
T000416,SHP00103,2024-08-11 21:25:51,1.6,SEN148
T000417,SHP00104,2024-04-25 03:56:10,1.0,SEN190
T000418,SHP00104,2024-04-24 21:11:51,1.6,SEN191
T000419,SHP00104,2024-04-24 06:37:17,0.2,SEN182
T000420,SHP00104,2024-04-25 09:54:15,3.2,SEN169
T000421,SHP00104,2024-04-24 07:18:21,9.5,SEN117
T000422,SHP00104,2024-04-25 04:37:48,2.1,SEN198
T000424,SHP00105,2024-11-12 00:02:17,2.1,SEN108
T000425,SHP00105,2024-11-12 19:25:55,2.8,SEN159
T000426,SHP00105,2024-11-12 06:35:03,3.7,SEN124
T000427,SHP00106,2024-08-02 10:40:08,5.8,SEN158
T000428,SHP00106,2024-08-02 07:39:16,3.2,SEN112
T000430,SHP00106,2024-08-02 05:34:38,2.4,SEN153
T000432,SHP00107,2024-10-20 07:56:48,0.1,SEN150
T000433,SHP00107,2024-10-19 22:18:11,0.1,SEN122
T000434,SHP00107,2024-10-19 19:36:11,1.1,SEN106
T000435,SHP00107,2024-10-20 01:04:25,2.2,SEN158
T000436,SHP00108,2024-01-10 11:47:26,2.9,SEN122
T000437,SHP00108,2024-01-10 03:15:15,3.6,SEN180
T000438,SHP00109,2024-09-02 01:24:34,0.4,SEN133
T000440,SHP00109,2024-09-02 15:36:17,1.7,SEN198
T000441,SHP00109,2024-09-03 12:11:17,11.3,SEN139
T000442,SHP00109,2024-09-03 18:00:55,0.2,SEN183
T000443,SHP00110,2024-10-05 20:06:36,-7.2,SEN128
T000444,SHP00110,2024-10-06 15:36:37,-12.6,SEN103
T000445,SHP00110,2024-10-05 11:21:24,-17.7,SEN146
T000446,SHP00111,2024-08-14 23:11:08,3.2,SEN193
T000447,SHP00111,2024-08-13 12:27:16,3.4,SEN144
T000448,SHP00111,2024-08-13 23:34:34,1.7,SEN152
T000449,SHP00111,2024-08-13 15:15:24,0.7,SEN112
T000450,SHP00111,2024-08-13 22:01:28,0.5,SEN123
T000451,SHP00112,2024-04-02 18:48:54,13.0,SEN153
T000452,SHP00112,2024-04-02 16:51:07,13.8,SEN189
T000453,SHP00112,2024-04-03 17:05:03,22.6,SEN135
T000455,SHP00112,2024-04-03 17:06:01,18.5,SEN134
T000456,SHP00113,2024-08-10 03:51:53,2.9,SEN120
T000457,SHP00113,2024-08-10 17:21:25,3.3,SEN104
T000458,SHP00113,2024-08-11 14:42:04,3.9,SEN138
T000459,SHP00113,2024-08-10 14:27:51,3.0,SEN118
T000460,SHP00113,2024-08-10 13:03:00,2.6,SEN126
T000461,SHP00113,2024-08-10 20:07:30,2.6,SEN194
T000462,SHP00114,2024-11-07 07:14:20,3.9,SEN143
T000463,SHP00114,2024-11-07 12:08:00,7.5,SEN194
T000464,SHP00114,2024-11-07 12:19:31,5.3,SEN122
T000465,SHP00114,2024-11-08 09:09:57,2.8,SEN136
